time_step;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44
0;3.816258170581138;12.990895661632013;24.532181546542553;14.812953623678126;24.95213618069559;13.230633648422643;25.147362473667297;32.86576901559389;8.975378125616631;18.839393844455824;26.29267542603712;16.522868457278218;18.452410501826666;14.811605581589674;23.98520373829687;21.771057718533164;14.89158577613444;17.037049663043504;22.262612062874418;15.060793166297351;9.259985338246684;15.915652936152341;11.811013864138353;19.8803243737537;20.378051491601674;10.866444558359808;18.033866904044906;25.156040247995335;13.942418284134552;18.34208743255685;19.041687002514088;16.547615784284446;23.247584465066918;14.73938804399492;10.445830299356851;10.645315464245304;7.942157350094056;16.57520843305597;16.14876684963725;22.892349777495063;17.877371839025287;15.599058390736037;15.583189933523373;25.891684737309323;15.472132383329287
1;3.813909830193385;10.547737958285214;23.569100554691538;13.61641856980095;23.08773626107342;12.257020006930784;21.499827338769258;30.885214242416392;8.04973779238095;16.883127181956255;23.039264310879325;14.564952174868504;15.050478627994204;12.285634963787956;18.797857521676868;17.102677010594803;13.651464050430292;14.766193386327437;19.586912277185554;14.656595814528254;7.863805451275666;14.758117263998658;10.422548936017186;19.247334104090726;18.187975582904734;9.314639688012878;15.538155639422552;22.278379506429324;12.271879326891531;17.409431195983444;16.464430178148447;16.822764767862534;18.944191252915164;12.706723192974584;11.30104474582543;9.150743296336207;6.4025194508209955;14.584996298536417;14.120892071844551;19.645317613196227;16.800536826169647;13.273891917371044;15.538819486285089;21.895166436098737;14.227370067336295
2;3.4450094330614593;10.196865737498255;21.11402059505146;13.707372459070868;19.770965259346486;11.546262382760247;20.901999256712315;31.12742189302356;7.230682887303913;17.086125326547723;20.379662347110937;12.58584830094123;14.229301428938948;11.434816622126801;19.39413603471984;16.107593568027642;12.912066919254528;15.51975021086184;18.992866305242785;12.496421815135324;7.280555335641417;13.739620215567733;10.713606484166792;18.60473156873362;17.6233479723125;8.319103894788963;14.441525540027788;20.886109783026257;11.686007796141759;18.032313666324125;15.298279586146974;12.431308793071754;17.381507560965346;11.028926485725163;12.23000257767104;10.296316006843437;6.259941303825029;13.58916772099259;13.425791684735398;17.65781571341738;14.074109420533656;12.843971636063834;14.386768675640024;19.497780187060677;11.67894667397545
3;2.8375763735464528;8.986418517909884;18.49953515249402;13.547159381565004;17.06847982568077;11.309100867868782;18.22595714845679;30.66531941023284;6.770096397236894;14.925401062855462;18.833505895849527;12.078940330357057;12.617988390840162;11.284069332412711;16.916923907755525;14.553723943077193;11.863565845816368;13.062228310451724;16.600137567485206;11.340648801499716;6.945768150375412;13.153672503709585;8.698802718588379;16.70071211587885;17.733552174159982;8.215767684109695;13.305764736849213;19.861841385208113;12.282134458072068;15.88309408178066;14.662988831367876;11.018683965261463;18.80779956045667;10.548575456897472;9.676296010997158;7.410586433270744;5.815680847647049;11.74629777104488;12.43903485207343;15.752416086266471;11.957298803544665;12.673428017189512;11.940200612736188;17.204028512351695;10.792004824494008
4;2.505441035100876;9.394737394305997;17.623204332862475;11.646194471415193;16.41463907254116;10.257222581885935;18.439432741740223;30.933986207630998;6.172854822953737;13.28879517701804;19.00485860082663;11.511946812052642;12.512481693824032;11.027999537166245;15.0890854881716;12.30349534382145;11.21184724273473;11.519933912744436;15.328908573441636;11.025446918210513;5.984943651309722;12.049526557572445;8.236280484821838;14.820071783731922;17.152871725574222;8.973045803841963;12.597902203143075;18.11743623884352;10.584627833908979;13.938487422312884;13.562843858023147;9.326528301160097;17.05144046898211;11.104032145035351;8.762936094217215;7.495134617845259;5.84448693451634;12.237125600180544;12.905319778198113;16.654089997615255;11.745316478332962;10.595661187736564;11.083476255850124;15.928684334476397;10.3541941727138
5;2.360001625219491;7.455568138232311;15.655921512612492;11.704600210552133;14.695392877001566;9.065519273044467;18.168068505060567;30.73025729770219;6.259888647450931;12.357194647731685;16.03256762131462;12.352886614878624;12.151536880066836;9.721311034543497;16.30119452013671;10.941313876313183;11.799529676395029;14.353164890200915;15.38773925883374;11.35609115546585;6.2660918477880685;11.655809611544719;7.919440000489161;14.986461052136226;16.707631956770104;7.11861892946162;11.600763421333427;17.298084686906375;10.706933159888205;16.0177905605929;13.035440983223385;9.290564421872764;15.480738621761631;9.06037594145475;8.622157412257593;9.183954928262814;4.866809254092837;11.173232364757602;11.23150303574694;14.1908065148204;10.518213653912598;9.601430358238074;11.387231111082173;16.6366697498064;11.510678731462999
6;2.2563397974186628;8.468509382181486;15.968302505773163;10.866906429805212;14.394069193656176;9.06621140677753;19.726418725186612;30.77543295317467;5.694669175702922;12.244177807790232;16.753404374934487;12.252819929717152;12.238055766639638;9.896767613780565;17.81927321611702;10.696737383398427;10.027416204074012;13.218105502602686;14.580467267062474;10.732145042909854;6.225654605465284;11.808693239553309;7.326605620457266;15.112239383656027;13.761537552034778;8.232973927737564;11.668835751843476;15.953951159055377;10.051381297828717;15.224808304151944;12.898117737979723;9.051611437983846;15.362767680430576;11.026191149221491;8.241702720080642;9.329090207974074;5.239312224868176;10.532946045546618;10.388261621982;14.419095335578955;10.42672254907395;10.451470837325399;10.725975723682494;16.276340317805065;11.585395206541437
7;2.039036725965211;7.537902771005271;14.153103720586804;9.839093521796848;12.93040549353659;8.849819312018763;17.355078833932463;30.66375137173142;5.5489072890748;10.955477509453425;14.222499338689648;11.544606992429506;11.511840978772211;8.815937205216082;16.60747869970737;10.435493939621699;9.096026879969054;13.114950074980907;13.336376354292847;10.275857301032543;5.174108891193039;10.66426309179731;7.748131817947887;13.889214214146751;12.467689253734909;6.400451319736805;10.930966442910073;14.309671494397454;8.536311584866205;13.588909680844043;11.987855411646413;8.753230291058957;12.47416449426905;9.489201168871713;7.807872962944192;9.657541630348096;5.241094712803836;9.609490460921384;9.939972160249718;13.478799179624001;10.303458175689896;9.067729988084334;10.444759179942768;15.85395122747705;11.014595324751417
8;2.1505936407605835;7.554903134540359;14.386740702273595;10.642560312126912;14.309712723807916;8.675810700089585;17.10764738486971;31.186183999941914;5.788179214898926;11.015445752858307;15.669766838114246;11.427347236739504;12.2901040902994;8.934742808369775;16.31865918956906;10.67582352816938;9.242155883224035;11.664152237847519;14.367102595208733;10.174292180190584;5.208139978853691;11.636229955201236;7.1584113410709405;13.851678502276684;13.002179070065859;6.460912653595023;11.140790870945704;14.337462607938848;8.81747879164691;13.413307539659257;11.8134544282925;8.273338091031635;12.946169157728551;10.296090662630924;7.87783657648162;7.555072448444783;5.150361408101011;10.631764683206061;11.108638232514446;13.344695597460992;10.504012359853595;9.770142793348151;10.515370367740449;14.698762882108726;10.664504819016756
9;2.0685685771946125;8.834811633518443;15.74004769121303;9.87646111359079;13.028909669952583;8.820612415407796;17.079697414009782;32.868566198048235;5.934262796584107;10.05432502945168;16.412424540165237;11.40601839195679;12.431150694867688;9.373593179001398;16.19251766455939;11.999296105188956;9.06206171638882;9.653115619557843;13.084395174112467;10.426844803387171;5.121295161687849;10.809476720262241;7.553992762277338;14.515489659201657;13.802919925042008;7.735024040137829;11.120735539618927;14.851967680335601;8.89516024430715;13.712987052856137;12.056134051666474;8.149475076258964;13.013711652352278;11.520041797787055;7.308072652655801;6.321688584829118;5.326562440367458;11.614967644472989;10.876508162166386;14.519567967115906;11.38741252951347;10.28566271334618;9.644513356554507;14.737021891877621;9.60618741703964
